id,age,fnlwgt,hours-per-week,investment-status,workclass,education,marital-status,occupation,relationship,race,sex,native-country
3032,-0.916245472190667,0.260409316856527,0.7922841601019075,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
3674,0.44686079133193013,-0.1607487268563071,-0.024189968553741302,-0.12710540458386055,Other,Associates,Married,Blue-Collar,Spouse,White, Male,North-America
325,-0.19672030276979688,0.5286180173329672,1.6087582887575564,0.5107155121457062,Private,Graduates,Married,Prof-specialty,Spouse,White, Male,North-America
794,0.019137248056464138,-1.093959974833171,0.3840470957740832,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Exec-managerial,Unmarried,White, Female,North-America
4192,-0.22412681022348113,-0.7006727434224737,0.766368105501214,-0.12710540458386055,Government,Graduates,Married,Other-service,Spouse,White, Male,North-America
598,-1.491865607727363,0.005573693797262506,-2.473612354520688,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Sales,Own-child,White, Female,North-America
2759,1.3142825530140303,1.6457996084955435,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Blue-Collar,Not-in-family,White, Female,North-America
1985,-0.2686728197118839,-0.19735850007850808,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-complete,Once-Married,Other-service,Not-in-family,White, Female,North-America
972,-1.491865607727363,0.03506255899298664,-1.657138225865039,-0.12710540458386055,Private,Compulsory-education-incomplete,Never-married,Other-service,Own-child,White, Female,North-America
2166,-0.7003879213644061,-0.7136500815520745,2.0169953530853806,-0.12710540458386055,Other,Compulsory-education-complete,Married,Prof-specialty,Spouse,White, Male,North-America
258,-1.132103023016928,-0.8908386285186851,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
1886,0.9545199683035952,0.8744927091459329,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
1444,1.7459976546665523,-1.0713751736505577,0.3840470957740832,-0.12710540458386055,Other,Compulsory-education-complete,Married,Other-service,Spouse,White, Male,North-America
2046,-0.19672030276979688,-1.5424687798930894,-0.18748479428487108,-0.12710540458386055,Government,Undergrad-incomplete,Never-married,Blue-Collar,Not-in-family,White, Male,North-America
4437,1.0078385030369013,0.14925917820540102,-0.024189968553741302,0.33047421609647576,Government,Compulsory-education-complete,Once-Married,Blue-Collar,Not-in-family,Black, Male,North-America
3531,-0.7612921204904388,-0.6147667662524017,-0.3471976285085285,12.190672473369007,Other,Compulsory-education-complete,Married,Adm-clerical,Spouse,White, Female,North-America
879,1.2423300360719431,-1.165298817094668,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Unmarried,Black, Female,North-America
3954,1.935182331635092,0.605819655518101,0.17640958879708946,-0.26782022371402686,Private,Graduates,Married,Prof-specialty,Spouse,White, Male,North-America
3989,0.35950898985247093,0.4545112518010709,0.1053737585347688,-0.28703550507739006,Private,Compulsory-education-complete,Married,Other-service,Spouse,White, Male,North-America
4236,-0.17209375133664606,0.2526373210446525,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Married,Blue-Collar,Own-child,White, Male,North-America
3669,0.8740515472369967,0.6337003591010325,0.3840470957740832,-0.12710540458386055,Other,Compulsory-education-complete,Never-married,Blue-Collar,Not-in-family,White, Male,North-America
2503,0.8825674513615082,-1.0807476769889033,1.6087582887575564,-0.12710540458386055,Other,Compulsory-education-incomplete,Married,Other-service,Spouse,White, Male,North-America
2563,-0.2686728197118839,-0.43467860731273056,-0.4324270328815657,0.3584662550816381,Private,Compulsory-education-complete,Married,Prof-specialty,Spouse,White, Female,North-America
4013,0.12301984629969955,1.237471040351661,1.4816958096019361,1.7235360502143262,Other,Undergrad-complete,Married,Blue-Collar,Spouse,White, Male,North-America
3092,-1.0601505060748408,-0.038905502166653665,-1.657138225865039,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Adm-clerical,Own-child,Black, Female,North-America
4915,0.6563449753148635,-0.3792157310220048,0.23251376727411374,-0.12710540458386055,Other,Compulsory-education-complete,Married,Sales,Spouse,White, Male,North-America
4751,-0.08515658059719677,0.7244549611070841,1.6087582887575564,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
1151,-0.916245472190667,0.3580498057213942,1.2821686372952972,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Female,North-America
3966,2.0721193602759502,0.8445584362537039,-2.461191281587342,1.0627432446163168,Other,Undergrad-complete,Married,Blue-Collar,Spouse,White, Male,North-America
3261,-0.6284354044223189,0.5593174581364697,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
1512,-1.132103023016928,1.7469961632082596,-0.4324270328815657,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Other-service,Unmarried,White, Male,North-America
4122,-0.534124191574046,1.2613861553951602,1.6087582887575564,-0.12710540458386055,Private,Graduates,Married,Prof-specialty,Spouse,White, Male,North-America
3986,-0.0015511610242042173,-0.287194562411228,1.2548338389732399,1.7235360502143262,Other,Associates,Married,Prof-specialty,Spouse,White, Male,North-America
3869,0.3311908863991096,1.0401164244637757,-0.16174073815422085,-0.2812266275471601,Private,Undergrad-complete,Married,Sales,Spouse,White, Male,North-America
3682,-0.10996756139879031,0.7855375828061543,1.6087582887575564,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
3239,-0.6284354044223189,0.7273888575570001,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Blue-Collar,Unmarried,Other, Male,Asia
