id,age,fnlwgt,hours-per-week,investment-status,workclass,education,marital-status,occupation,relationship,race,sex,native-country
3044,0.09108976499855116,-0.39526233178149717,1.6209166668203034,-0.1315352346048258,Other,Undergrad-incomplete,Married,Blue-Collar,Spouse,Other, Male,North-America
99,-1.276008056901102,0.6976824670567532,-0.8406640972093902,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Prof-specialty,Own-child,White, Female,North-America
683,0.5947573835931602,-0.1676521095782613,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-complete,Married,Blue-Collar,Spouse,White, Male,North-America
981,-0.05281526888562287,-0.6033931250248931,-0.024189968553741302,-0.12710540458386055,Private,Graduates,Never-married,Adm-clerical,Unmarried,White, Female,North-America
1537,-1.419913090785276,-0.1588281483121899,-1.4121959872683445,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Blue-Collar,Own-child,White, Male,North-America
486,-1.204055539959015,-0.6054548866068905,-0.3507796200160008,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Other-service,Own-child,White, Female,North-America
2065,1.026472485245682,0.9403839611724276,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-incomplete,Once-Married,Blue-Collar,Not-in-family,White, Male,North-America
2889,1.6740451377244652,0.2780477817667341,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
1281,2.1057602393769868,1.5107353096308431,2.425232417413205,-0.12710540458386055,Private,Graduates,Married,Blue-Collar,Spouse,White, Male,North-America
989,-0.84429295524858,0.8314699869601251,0.13910485717738846,-0.12710540458386055,Private,Graduates,Never-married,Sales,Not-in-family,White, Male,North-America
1557,0.6667099005352471,1.8132089743805704,1.6087582887575564,-0.12710540458386055,Government,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
2841,-1.3479605738431888,0.475589131139117,0.3840470957740832,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Blue-Collar,Not-in-family,White, Male,North-America
3360,-0.24017977021129627,1.3848867403185652,-0.024189968553741302,-0.13861106539098436,Private,Undergrad-complete,Married,Sales,Spouse,White, Female,North-America
3942,0.8039504073705587,0.447531205614011,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
963,3.041142959624118,-0.06667308017006804,-0.024189968553741302,0.028592864776157294,Private,Compulsory-education-incomplete,Once-Married,Blue-Collar,Unmarried,White, Female,North-America
3111,0.6191601224517584,0.649046401460254,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
3513,0.23121334291918338,1.6771727772021072,-0.024189968553741302,0.12938488874076265,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
654,-0.12476778582770988,-0.1279490126919079,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,Black, Male,North-America
4238,-0.497361523697351,-0.06602014694206422,0.04861015742199165,-0.17053272961388938,Private,Undergrad-complete,Married,Sales,Spouse,White, Male,North-America
1164,0.3788998327668992,-0.4995484361701622,0.3840470957740832,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
790,-0.7003879213644061,0.1824785121058,-0.024189968553741302,-0.12710540458386055,Private,Associates,Married,Adm-clerical,Spouse,White, Male,North-America
