id,age,fnlwgt,hours-per-week,investment-status,workclass,education,marital-status,occupation,relationship,race,sex,native-country
4869,-0.5564828874802319,1.7403474549874147,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-complete,Never-married,Prof-specialty,Unmarried,Black, Female,North-America
4298,1.026472485245682,-0.734570341273993,0.3840470957740832,-0.12710540458386055,Private,Undergrad-complete,Married,Exec-managerial,Spouse,White, Male,North-America
2462,1.9618552054928131,-0.11708220508771065,-1.657138225865039,0.29564495969112464,Government,Compulsory-education-complete,Married,Exec-managerial,Spouse,White, Male,North-America
2498,0.09108976499855116,-1.065199346526501,0.7922841601019075,-0.12710540458386055,Private,Associates,Once-Married,Blue-Collar,Not-in-family,White, Male,North-America
1120,2.0338077224349003,0.487931327765294,-2.0653752901928635,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
4632,-1.3479605738431888,0.0947212381638102,-0.4324270328815657,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Blue-Collar,Own-child,White, Male,North-America
4570,-0.3406253366539709,-0.6321253804657558,3.241706546068854,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
3946,0.16304228194063816,-0.9356582988722888,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
635,1.0984250021877693,0.011323927934209357,0.3840470957740832,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Exec-managerial,Unmarried,White, Female,North-America
2917,0.8825674513615082,-0.6703909188178725,2.425232417413205,12.190672473369007,Other,Graduates,Married,Prof-specialty,Spouse,Other, Male,Asia
444,-0.916245472190667,1.5877298098099288,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-complete,Never-married,Adm-clerical,Own-child,White, Female,North-America
2033,-0.4845303705381449,0.3405153746524806,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Blue-Collar,Own-child,Black, Female,North-America
3089,1.3862350699561172,0.1330908103572203,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Other-service,Spouse,White, Male,North-America
868,2.1057602393769868,-0.3736485729612207,-1.657138225865039,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Blue-Collar,Not-in-family,White, Female,North-America
1662,0.16304228194063816,-0.06050671066794741,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-complete,Married,Prof-specialty,Spouse,White, Male,North-America
2396,0.09108976499855116,1.5171475773032936,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Married,Blue-Collar,Spouse,Black, Male,North-America
