id,age,fnlwgt,hours-per-week,investment-status,workclass,education,marital-status,occupation,relationship,race,sex,native-country
3845,0.019137248056464138,0.16185143866389032,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Female,North-America
1288,1.0984250021877693,-0.5322434352021116,-0.024189968553741302,0.5107155121457062,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
1150,0.3788998327668992,0.22522696325547065,-1.657138225865039,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Blue-Collar,Not-in-family,Black, Male,Central-America
376,-0.4125778535960579,0.7380759703444176,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
3783,0.5947573835931602,0.38288552092472056,0.3840470957740832,-0.12710540458386055,Government,Graduates,Once-Married,Prof-specialty,Unmarried,White, Female,North-America
2675,0.23499479888272515,0.755251011779772,-0.024189968553741302,-0.12710540458386055,Government,Undergrad-incomplete,Married,Other-service,Spouse,Other, Male,North-America
1667,0.4508523497089862,1.7824054997357743,-0.024189968553741302,-0.12710540458386055,Government,Undergrad-complete,Never-married,Exec-managerial,Not-in-family,White, Female,North-America
3540,-0.988197989132754,0.7767292711959008,-0.26913220715043595,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Blue-Collar,Own-child,White, Male,North-America
4250,-0.7003879213644061,0.7534256907461688,-0.024189968553741302,0.4456769945649393,Private,Undergrad-complete,Never-married,Prof-specialty,Not-in-family,White, Male,North-America
1979,1.3142825530140303,2.473814408972018,1.200521224429732,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Exec-managerial,Not-in-family,White, Male,North-America
2369,-0.4845303705381449,-0.7374738312082738,0.7922841601019075,-0.12710540458386055,Private,Associates,Once-Married,Exec-managerial,Not-in-family,White, Female,North-America
963,-0.2686728197118839,-1.459790248930607,-0.024189968553741302,-0.12710540458386055,Government,Associates,Never-married,Blue-Collar,Not-in-family,White, Male,North-America
1032,0.3788998327668992,-0.055484713420054683,0.6289893343707778,-0.12710540458386055,Private,Associates,Married,Blue-Collar,Other,White, Male,North-America
3245,0.6667099005352471,-0.14048981937873606,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Other-service,Spouse,White, Male,North-America
4229,1.6020926207823782,-0.4609897115380367,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
1765,-0.3406253366539709,-0.3234380581042292,0.3840470957740832,-0.12710540458386055,Other,Compulsory-education-complete,Married,Adm-clerical,Spouse,White, Male,North-America
793,-0.916245472190667,-0.9191642062163098,1.200521224429732,0.7718550145533309,Private,Undergrad-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
1501,-0.916245472190667,1.4156956667983118,-2.0653752901928635,-0.12710540458386055,Private,Undergrad-complete,Never-married,Other-service,Other,White, Male,North-America
3161,-1.0601505060748408,5.232564897147755,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Exec-managerial,Own-child,Black, Female,North-America
3369,1.8179501716086397,-0.8383582843971094,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
1804,-1.3479605738431888,-0.34882231537983005,-1.657138225865039,-0.12710540458386055,Other,Compulsory-education-complete,Never-married,Other-service,Own-child,White, Male,North-America
628,0.5947573835931602,-0.034952216197502696,-0.18748479428487108,-0.12710540458386055,Private,Compulsory-education-incomplete,Once-Married,Other-service,Not-in-family,White, Female,North-America
422,-0.05281526888562287,-1.048790372467944,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-complete,Married,Prof-specialty,Spouse,White, Female,North-America
